Date	DoW M=1	Local Time	Country	State	City	Zip Code	Method of Payment	Vendor	Purchaser	Good or Service	Note/Comments	Exp'd?	Reimb?	Recur?	Traveling?	In Pers?	Debit	Credit
43014	5	0.46875			Palo Alto		Barclay MasterCard	Stanford RE Café	NPH	Lunch	Solo Lunch @ 3160	No	No	No		Yes	-13.57	
43014	5	0.291666667			Online		Barclay MasterCard	iTunes	Joint	Fee	HBO Now subscription	No	No	No		No	-16.02	
43014	5	0.291666667			Online		Bank of America Checking	PSE&G	Joint	Utilities	Monthly Utility Payment	No	No	Yes		No	-46.24	
43014	5	0.291666667			Online		Stanford	Bank of America Checking	NPH	Salary	Salary 09.16 - 09.30	No	No	Yes		No	0	2036.19
43013	4	0.739583333			Palo Alto		Barclay MasterCard	Philz Coffee	NPH	Snack	Snack	No	No	No		Yes	-3.5	
43013	4	0.864583333			Mountain View		Barclay MasterCard	Safeway	Joint	Groceries	Groceries	No	No	No		Yes	-4.46	
43013	4	0.697916667			EWR		Barclay MasterCard	Cibo Express	CGPR	Meal Out	Preflight Dinner	No	No	No		Yes	-12.81	
43013	4	0.572916667			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-165	165
43013	4	0.541666667			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-4.11	
43013	4	0.5625			Online		Bank of America Checking	Bank of America MasterCard	NPH	Credit Card Payment	Regular CC Payment	No	No	No		No	-12.99	12.99
43013	4	0.354166667			New Brunswick		Barclay MasterCard	Starbucks	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-1.76	
43013	4	0.333333333			Online		Bank of America MasterCard	Privacy Assist	NPH	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
43013	4	0.333333333			Online		Barclay MasterCard	New Brunswick Parking Authority	Joint	Rent	Monthly Parking	No	No	Yes		No	-165	
43013	4	0.322916667			EWR		Barclay MasterCard	Proof Whiskey Bar	NPH	Meal Out	Preflight Breakfast	No	No	No		Yes	-25.97	
43013	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Salary	Salary 09.25 - 10.08	No	No	Yes		No	0	1802.72
43013	4	0.270833333			New Brunswick		Barclay MasterCard	NJ Transit	NPH	Trainfare	Train to EWR	No	No	No		Yes	-15.25	
43012	3	0.541666667			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-11.01	
43012	3	0.458333333			New Brunswick		Barclay MasterCard	Starbucks	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-5.82	
43011	2	0.583333333			New Brunswick		Barclay MasterCard	J&J WHQ Store	CGPR	Hygiene	Productitos	No	No	No		Yes	-21.46	
43011	2	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-2.94	
43010	1	0.854166667			New Brunswick		Barclay MasterCard	Tiger Mart	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-22.94	
43010	1	0.625			New Brunswick		Barclay MasterCard	Starbucks	CGPR	Coffee Out	Afternoon Coffee Out	No	No	No		Yes	-2.4	
43010	1	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-4.11	
43010	1	0.416666667			New Brunswick		Barclay MasterCard	Starbucks	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-2.08	
43010	1	0.3125			Online		Bank of America Checking	Camille Rouget	CGPR	Hygiene	Makeup for Wedding	No	No	No		No	-45	
43010	1	0.291666667			Online		Bank of America Checking	Skype	CGPR	Phone	Monthly Skype Charge	No	No	Yes		No	-5.49	
43009	7	0.875			Online		Barclay MasterCard	Amazon	CGPR	Household Goods	Stuff for Cami's wedding	No	No	No		Yes	-16.84	
43009	7	0.666666667			New Brunswick		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-6.65	
43009	7	0.59375			Hoboken		Barclay MasterCard	Sparrow Wine & Liquor	Joint	Gift	Wedding Gift for CamCam	No	No	No		Yes	-85.49	
43009	7	0.541666667			Hoboken		Barclay MasterCard	Amanda's	Joint	Meal Out	Brunch w/ Menelik, Monique, Lauren, and Nate	No	No	No		Yes	-53	
43009	7	0.541666667			Hoboken		Cash	Amanda's	Joint	Meal Out	Brunch w/ Menelik, Monique, Lauren, and Nate	No	No	No		Yes	-20	
43009	7	0.447916667			Secaucus		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-6.5	
43009	7	0.375			New Brunswick		Bank of America Checking	The Vue	Joint	Rent	Monthly Rent	No	No	Yes		Yes	-1950	
43009	7	0.354166667			Online		Bank of America Checking	Navient	CGPR	Student Loan Payment	Student Loan Payment	No	No	No		No	-1114	
43009	7	0.291666667			Online		Barclay MasterCard	Patreon	CGPR	Donation	News Service Fee	No	No	Yes		No	-2.99	
43008	6	0.90625			New Brunswick		Bank of America Checking	Barbara Hartman	Joint	Christmas	Passport Fee	No	No	No		No	-110	
43008	6	0.875			Online		Barclay MasterCard	United Airlines	NPH	Airfare	EWR --> SFO --> EWR w/ Points	No	No	No		Yes	-11.2	
43008	6	0.833333333			New Brunswick		Barclay MasterCard	Roosterspin	Joint	Meal Out	Dinner Date	No	No	No		Yes	-78	
43008	6	0.666666667			New Brunswick		Barclay MasterCard	Super Fresh	Joint	Groceries	Groceries	No	No	No		Yes	-32.23	
43008	6	0.625			Bridgewater		Barclay MasterCard	Target	CGPR	Household Goods	Stuff for Cami's wedding	No	No	No		Yes	-81.2	
43008	6	0.604166667			Flemington		Ann Taylor	Barclay MasterCard	CGPR	Clothing	Returned Dress	No	No	No		Yes	0	39.99
43008	6	0.541666667			New Brunswick		Barclay MasterCard	Honey Grow	Joint	Meal Out	Lunch Date	No	No	No		Yes	-22.52	
43007	5	0.770833333			MKE		Barclay MasterCard	Vino Volo	NPH	Meal Out	Preflight Dinner	No	No	No		Yes	-25	
43007	5	0.65625			Madison		Barclay MasterCard	Monty's Blue Plate Diner	NPH	Snack	Snack	No	No	No		Yes	-13	
43007	5	0.59375			Monroe		Barclay MasterCard	USPS	Joint	Christmas	Passport Photos	No	No	No		Yes	-40	
43006	4	0.385416667			Online		Bank of America Checking	Chase Visa	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-117.16	117.16
43006	4	0.333333333			Online		Chase Visa	Privacy Assist	CGPR	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
43005	3	0.541666667			New Glarus		Barclay MasterCard	Fat Cat Coffee Works	NPH	Lunch	Lunch w/ Mom	No	No	No		Yes	-37	
43005	3	0.541666667			New Glarus		Barbara Hartman	Cash	NPH	Lunch	Lunch w/ Mom	No	No	No		Yes	0	20
43005	3	0.375			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-4192.17	4192.17
43004	2	0.541666667			Bridgewater		Chase Visa	Costco	CGPR	Groceries	Groceries	No	No	No		Yes	-20.9	
43004	2	0.375			New Brunswick		Barclay MasterCard	Starbucks	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-1.39	
43003	1	0.604166667			Monticello		Barclay MasterCard	Gempler's Supermarket	NPH	Groceries	Groceries	No	No	No		Yes	-13.22	
43003	1	0.5625			New Glarus		Barclay MasterCard	Fat Cat Coffee Works	NPH	Coffee Out	Afternoon Coffee Out	No	No	No		Yes	-13	
43002	7	0.854166667			New Brunswick		Barclay MasterCard	Honey Grow	CGPR	Meal Out	Solo Dinner Out	No	No	No		Yes	-10.99	
43002	7	0.625			New Brunswick		Barclay MasterCard	Hidden Grounds	CGPR	Coffee Out	Afternoon Coffee Out	No	No	No		Yes	-3.85	
43002	7	0.5625			Flemington		Barclay MasterCard	Blue Fish Grill	CGPR	Meal Out	Solo Lunch Out	No	No	No		Yes	-4.81	
43002	7	0.541666667			Flemington		Barclay MasterCard	Ann Taylor	CGPR	Clothing	Clothes	No	No	No		Yes	-226.8	
43002	7	0.416666667			New Brunswick		Barclay MasterCard	Mollaga Indian Grill	CGPR	Meal Out	Solo Breakfast Out	No	No	No		Yes	-9.22	
43002	7	0.375			New Brunswick		Blanca Ponce Cortes	Cash	CGPR	Gift	Birthday money	No	No	No		Yes	0	100
43001	6	0.854166667			New Brunswick		Barclay MasterCard	Honey Grow	CGPR	Meal Out	Solo Dinner Out	No	No	No		Yes	-10.99	
43001	6	0.625			Edison		Barclay MasterCard	J. Crew	CGPR	Clothing	Clothes	No	No	No		Yes	-10.49	
43001	6	0.583333333			Edison		Barclay MasterCard	Crepes Celeste	CGPR	Meal Out	Solo Lunch Out	No	No	No		Yes	-6.41	
43001	6	0.510416667			Chicago		Barclay MasterCard	The Chicago Diner	NPH	Meal Out	PB Pucks for Dave, Solo Lunch	No	No	No		Yes	-60	
43001	6	0.479166667			Chicago		Barclay MasterCard	Intelligentsia	NPH	Groceries	Lunch, Beans	No	No	No		Yes	-38	
43001	6	0.479166667			Chicago		Barclay MasterCard	Chicago Parking Meters	NPH	Parking	Parking Fee	No	No	No		Yes	-4	
43001	6	0.40625			Chicago		Barclay MasterCard	Chicago Parking Meters	NPH	Parking	Parking Fee	No	No	No		Yes	-3	
43001	6	0.333333333			New Brunswick		Barclay MasterCard	Hidden Grounds	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-10.9	
43000	5	0.875			Monticello		Barclay MasterCard	Kubly Tire	NPH	Gasoline	Gas for Mom's CRV	No	No	No		Yes	-21.81	
43000	5	0.854166667			New Brunswick		Barclay MasterCard	Honey Grow	CGPR	Meal Out	Solo Dinner Out	No	No	No		Yes	-10.99	
43000	5	0.75			Monticello		Barclay MasterCard	Gempler's Supermarket	NPH	Groceries	Groceries	No	No	No		Yes	-29.62	
43000	5	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-5.61	
43000	5	0.375			New Brunswick		Barclay MasterCard	Starbucks	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-1.39	
43000	5	0.354166667			New Glarus		Barclay MasterCard	Fat Cat Coffee Works	NPH	Coffee Out	Morning Coffee Out	No	No	No		Yes	-9	
43000	5	0.291666667			Online		Stanford	Bank of America Checking	NPH	Salary	Salary 09.01 - 09.15	No	No	Yes		No	0	2036.19
42999	4	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-8.55	
42999	4	0.416666667			Online		Barclay MasterCard	Amazon	Joint	Gift	Birthday gift for Dave	No	No	No		No	-37.97	
42999	4	0.333333333			New Brunswick		Barclay MasterCard	Starbucks	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-1.39	
42999	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Salary	Salary 09.11 - 09.24	No	No	Yes		No	0	1795.33
42998	3	0.854166667			New Brunswick		Barclay MasterCard	Honey Grow	CGPR	Meal Out	Solo Dinner Out	No	No	No		Yes	-10.99	
42998	3	0.739583333			New Brunswick		Barclay MasterCard	Banana Republic	CGPR	Clothing	Dress	No	No	No		Yes	-39.59	
42998	3	0.53125			Prairie du Sac		Barclay MasterCard	The Mixing Bowl	NPH	Snack	Snack	No	No	No		Yes	-10	
42998	3	0.520833333			Prairie du Sac		Barclay MasterCard	Cenex	NPH	Gasoline	Gas for Mom's CRV	No	No	No		Yes	-27.56	
42998	3	0.333333333			Online		Ally Bank	Ally Bank Savings Account	Joint	Interest	Monthly Interest Deposit	No	No	No		No	0	5.35
42997	2	0.854166667			Madison		Barclay MasterCard	Trader Joe's	NPH	Groceries	Groceries	No	No	No		Yes	-76.53	
42997	2	0.65625			Prairie du Sac		Cash	Sauk Prairie Medical Health Center Cafeteria	NPH	Snack	Snack	No	No	No		Yes	-2	
42997	2	0.5			Prairie du Sac		Barclay MasterCard	Sauk Prairie Medical Health Center Cafeteria	NPH	Meal Out	Solo Lunch Out	No	No	No		Yes	-5	
42997	2	0.322916667			Basel		Barclay MasterCard	Sutter	CGPR	Meal Out	Breakfast Out	Yes	No	No		Yes	-12.51	
42997	2	0.291666667			Online		AICPA	Barclay MasterCard	NPH	CPE	Refund for shipping	No	No	No		No	0	6.15
42997	2	0.291666667			Online		Liz from Deloitte	Bank of America Checking	CGPR	Friend Receivable	Money for Taxi	No	No	No		No	0	20
42997	2	0.291666667			Online		Monique Marshall	Bank of America Checking	CGPR	Friend Receivable	Money for Chocolates	No	No	No		No	0	20
42996	1	0.78125			Madison		Barclay MasterCard	Trader Joe's	NPH	Groceries	Groceries	No	No	No		Yes	-35.18	
42996	1	0.760416667			Madison		Barclay MasterCard	City of Madison Parking Authority	NPH	Parking	Parking Fee	No	No	No		Yes	-1	
42996	1	0.65625			Prairie du Sac		Cash	Sauk Prairie Medical Health Center Cafeteria	NPH	Snack	Snack	No	No	No		Yes	-1	
42996	1	0.791666667			Basel		Barclay MasterCard	Migros Claramarkt	CGPR	Gift	Chocolates	No	No	No		Yes	-40.23	
42996	1	0.5			Prairie du Sac		Barclay MasterCard	Sauk Prairie Medical Health Center Cafeteria	NPH	Meal Out	Solo Lunch Out	No	No	No		Yes	-5.75	
42996	1	0.5			Zürich		Bank of America Checking	Bank of America	CGPR	Fee	International ATM Fee	No	No	No		Yes	-3.14	
42996	1	0.5			Zürich		Bank of America Checking	Bank of America	CGPR	Fee	International ATM Fee	No	No	No		Yes	-5	
42996	1	0.5			Zürich		Bank of America Checking	Swiss Francs	CGPR	ForEx	CHF	No	No	No		Yes	-104.57	100
42996	1	0.489583333			Online		Barclay MasterCard	United Airlines	NPH	Airfare	Return flight from WI	No	No	No		No	-162.2	
42996	1	0.416666667			Online		Barclay MasterCard	United Airlines	Joint	Airfare	Mexico for Christmas	No	No	No		No	-2279.16	
42996	1	0.40625			Prairie du Sac		Sauk Prairie Medical Health Center Cafeteria	Cash	NPH	Meal Out	Refund on tip (don't accept)	No	No	No		Yes	0	1
42996	1	0.40625			Prairie du Sac		Barclay MasterCard	Sauk Prairie Medical Health Center Cafeteria	NPH	Meal Out	Breakfast Out	No	No	No		Yes	-7.5	
42996	1	0.291666667			Online		Barclay MasterCard	Spotify	Joint	Music Streaming	Monthly Music Streaming	No	No	Yes		No	-16.02	
42995	7	0.875			Online		Barclay MasterCard	Amazon	NPH	Household Goods	Phone cases for Mom and Nick	No	No	No		No	-57.08	
42995	7	0.625			Madison		Barclay MasterCard	Speedway	NPH	Gasoline	Gas for Mom's CRV	No	No	No		Yes	-27.66	
42994	6	0.75			Basel		Barclay MasterCard	Läderach Chocolat	CGPR	Gift	Chocolates	No	No	No		Yes	-61.51	
42994	6	0.375			Basel		Chase Visa	Basel SBB	CGPR	Trainfare	Train to Geneva	No	No	No		Yes	-83.27	
42993	5	0.541666667			Online		Barclay MasterCard	Online City Tickets	Joint	Christmas	Disney on Ice for Ev, Julie, Kids	No	No	No		No	-226.74	
42993	5	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
42993	5	0.291666667			Online		Bank of America Checking	Progressive Auto Insurance	Joint	Renters Insurance	Monthly Renters Insurance Premium	No	No	Yes		No	-22.41	
42992	4	0.614583333			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-581.29	581.29
42992	4	0.354166667			EWR		Barclay MasterCard	Abica Coffee	NPH	Coffee Out	Preflight Coffee	No	No	No		Yes	-3.2	
42992	4	0.302083333			Zürich		Bank of America Checking	Bank of America	CGPR	Fee	International ATM Fee	No	No	No		Yes	-3.76	
42992	4	0.302083333			Zürich		Bank of America Checking	Bank of America	CGPR	Fee	International ATM Fee	No	No	No		Yes	-5	
42992	4	0.302083333			Zürich		Bank of America Checking	Swiss Francs	CGPR	ForEx	CHF	No	No	No		Yes	-125.24	120
42992	4	0.291666667			New Brunswick		Barclay MasterCard	Hidden Grounds	NPH	Coffee Out	Morning Coffee Out	No	No	No		Yes	-5.35	
42992	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Reimbursement	Travel Expenses	No	Yes	No		No	0	397.45
42992	4	0.28125			New Brunswick		Barclay MasterCard	NJ Transit	NPH	Trainfare	Train to EWR	No	No	No		Yes	-15.25	
42991	3	0.864583333			New Brunswick		Barclay MasterCard	Super Fresh	NPH	Groceries	Groceries	No	No	No		Yes	-15.98	
42991	3	0.802083333			New Brunswick		Barclay MasterCard	Tiger Mart	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-22.99	
42991	3	0.708333333			Online		Barclay MasterCard	Amazon	NPH	Book(s)	I, Robot	No	No	No		No	-8.54	
42991	3	0.677083333			New Brunswick		Barclay MasterCard	Choice Cleaners	CGPR	Drycleaning	Dress Alterations	No	No	No		Yes	-60.9	
42991	3	0.645833333			Edison		Barclay MasterCard	DavidsTea	Joint	Groceries	Groceries	No	No	No		Yes	-67.84	
42991	3	0.458333333			New Brunswick		Barclay MasterCard	Hidden Grounds	NPH	Coffee Out	Morning Coffee Out	No	No	No		Yes	-5.35	
42991	3	0.447916667			New Brunswick		Barclay MasterCard	Rutgers Bookstore	NPH	Gift	Card for Cyn	No	No	No		Yes	-4.22	
42991	3	0.291666667			Online		Bank of America Checking	Progressive Auto Insurance	Joint	Auto Insurance	Monthly Auto Insurance Premium	No	No	Yes		No	-84.75	
42990	2	0.75			Online		Barclay MasterCard	I-Pass Account	Joint	Prepay	Refill I-Pass Account	No	No	No		No	-20	20
42990	2	0.75			New Brunswick		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-2.9	
42990	2	0.708333333			Elizabeth		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-2.9	
42990	2	0.541666667			New Brunswick		Barclay MasterCard	Honey Grow	Joint	Lunch	Lunch Date	No	No	No		Yes	-24.42	
42990	2	0.291666667			Online		Barclay MasterCard	Optimum Online	Joint	Cable	October Internet Service	No	No	Yes		No	-44.99	
42989	1	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-4.11	
42989	1	0.333333333			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-1.39	
42989	1	0.291666667			Online		Barclay MasterCard	Orange Theory Fitness	NPH	Gym	Membership Fee	No	No	No		No	-189	
42989	1	0.291666667			Online		Barclay MasterCard	Orange Theory Fitness	CGPR	Gym	Membership Fee	No	No	No		No	-189	
42988	7	0.979166667			Online		Barclay MasterCard	ATT	Joint	Phone	Monthly Phone Bill	Yes	No	Yes		No	-158.3	
42988	7	0.604166667			New Brunswick		Barclay MasterCard	Super Fresh	Joint	Groceries	Groceries	No	No	No		Yes	-29.4	
42988	7	0.458333333			New Brunswick		Barclay MasterCard	Super Fresh	Joint	Groceries	Groceries	No	No	No		Yes	-24.96	
42987	6	0.697916667			Princeton		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-44.42	
42987	6	0.666666667			Princeton		Barclay MasterCard	Barnes & Nobles	Joint	Book(s)	Frommers: Switzerland, Fodor's: Israel	No	No	No		Yes	-51.28	
42987	6	0.645833333			Princeton		Barclay MasterCard	Dinky Bar & Kitchen	Joint	Meal Out	Lunch Date	No	No	No		Yes	-64	
42987	6	0.604166667			Princeton		Cash	Princeton Parking Authority	Joint	Parking	Parking Fee	No	No	No		Yes	-1	
42986	5	0.791666667			New Brunswick		Barclay MasterCard	The Dillinger Room	Joint	Meal Out	Drinks w/ Irina & Maxim	No	No	No		Yes	-90	
42986	5	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-6.41	
42986	5	0.40625			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-875.85	875.85
42986	5	0.291666667			Online		Stanford	Bank of America Checking	NPH	Reimbursement	Fees & STAP	No	Yes	No		No	0	159.71
42986	5	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Salary	Salary 08.28 - 09.10	No	No	Yes		No	0	1863.49
42985	4	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-5.66	
42985	4	0.395833333			Online		Bank of America Checking	Bank of America MasterCard	NPH	Credit Card Payment	Regular CC Payment	No	No	No		No	-12.99	12.99
42985	4	0.333333333			Online		Bank of America MasterCard	Privacy Assist	NPH	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
42985	4	0.291666667			Online		Stanford	Bank of America Checking	NPH	Salary	Bonus	No	No	Yes		No	0	1210.21
42985	4	0.291666667			Online		Stanford	Bank of America Checking	NPH	Salary	Salary 08.16 - 08.31	No	No	Yes		No	0	1968.43
42984	3	0.791666667			New Brunswick		Barclay MasterCard	Super Fresh	Joint	Groceries	Groceries	No	No	No		Yes	-15.97	
42984	3	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-6.31	
42984	3	0.291666667			Online		Bank of America Checking	PSE&G	Joint	Utilities	Monthly Utility Payment	No	No	Yes		No	-46.03	
42983	2	0.770833333			New Brunswick		Barclay MasterCard	Hidden Grounds	NPH	Coffee Out	Afternoon Coffee Out	No	No	No		Yes	-5.14	
42983	2	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-6.99	
42983	2	0.458333333			New Brunswick		Barclay MasterCard	J&J WHQ Store	CGPR	Hygiene	Productitos	No	No	No		Yes	-8.3	
42983	2	0.395833333			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-165	165
42983	2	0.333333333			Online		Barclay MasterCard	New Brunswick Parking Authority	Joint	Rent	Monthly Parking	No	No	Yes		No	-165	
42983	2	0.291666667			Online		Barclay MasterCard	iTunes	Joint	Fee	HBO Now subscription	No	No	No		No	-16.02	
42982	1	0.697916667			New Brunswick		Barclay MasterCard	Hidden Grounds	Joint	Coffee Out	Coffee w/ Lauren & Nate	No	No	No		Yes	-11.96	
42982	1	0.583333333			Princeton		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-124.69	
42982	1	0.541666667			New Brunswick		Barclay MasterCard	Super Fresh	Joint	Groceries	Groceries	No	No	No		Yes	-13.86	
42982	1	0.458333333			Online		Barclay MasterCard	Amazon	Joint	Christmas	Shoes for Juan	No	No	No		No	-52.34	
42981	7	0.75			New York		Barclay MasterCard	Berlin Currywurst	Joint	Meal Out	Dinner Date	No	No	No		Yes	-30.05	
42981	7	0.541666667			New York		Barclay MasterCard	Le Pif Chelsea	Joint	Meal Out	Wine Date	No	No	No		Yes	-35	
42981	7	0.541666667			New York		Barclay MasterCard	Cosme	Joint	Meal Out	Brunch Date	No	No	No		Yes	-120	
42981	7	0.40625			New Brunswick		Barclay MasterCard	NJ Transit	Joint	Trainfare	New Brunswick <--> New York	No	No	No		Yes	-56	
42980	6	0.8125			Online		Barclay MasterCard	Amazon	CGPR	Household Goods	Shoe inserts	No	No	No		No	-10.98	
42980	6	0.8125			Online		Barclay MasterCard	Amazon	Joint	Christmas	Game for Dave	No	No	No		No	-33.71	
42980	6	0.8125			Online		Barclay MasterCard	Duluth Trading Company	Joint	Christmas	Shirts for Dad	No	No	No		No	-80.66	
42980	6	0.760416667			Harriman		I-Pass Account	New Jersey Turnpike	Joint	Toll	New York State Throughway Authority	No	No	No		Yes	-1.25	
42980	6	0.645833333			Cornwall		Barclay MasterCard	Storm King Art Center	Joint	Ticket(s)	Entry Fee	No	No	No		Yes	-36	
42980	6	0.635416667			Cornwall		Barclay MasterCard	Chestnut Petroleum	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-31.89	
42980	6	0.625			Bergen		I-Pass Account	New Jersey Turnpike	Joint	Toll	Garden State Parkway	No	No	No		Yes	-1.5	
42980	6	0.5625			Saddle Brook		Barclay MasterCard	Dosa House	Joint	Meal Out	Lunch w/ Rohitha & Swami	No	No	No		Yes	-26	
